Nquest;Indicaçãodedataehora;@1.ParacomeçarselecioneemqualcategoriadeusuáriodoSistemadeBiblio;@2.Informequaloseusexo;@3.Casosejaalunoaselecioneacategoriadeensinodoseucurso;@4.Selecioneemqualáreadoconhecimentooseucursoestáinserido;@5.Selecioneasbibliotecasquevocêfrequenta;@6.Possuialgumtipodedeficiência;@7.Sesimselecionequaléasuadeficiência;@8.QualisdosserviçoseourecursosoferecidospelaBibliotecaUniversit;@9.Emquaisdosseguintescanaisvocêidentificaadivulgaçãodosserviços;@10.VocêjáacessouapáginadabibliotecanaInternet;@11.Vocêtemrecebidoasnotificaçõesemitidasautomaticamentepelosist;@12.Qualoseugraudesatisfaçãoemrelaçãoaocatálogoonline;@13.QualoseugraudesatisfaçãoemrelaçãoaoPortaldePeriódicosdaCAPES;@14.QualoseugraudesatisfaçãoemrelaçãoàBibliotecaDigitaldeTeseseD;@15.QualoseugraudesatisfaçãoemrelaçãoaoRepositórioInstitucionalR;@16.Osserviçoseourecursosdepesquisadisponibilizadospelapáginadab;@17.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@18.Ohoráriodefuncionamentonasbibliotecasquevocêfrequentatematen;@19.Qualoseugraudesatisfaçãocomacordialidadeeouempatiaporpartedo;@20.Vocêjánecessitoudoauxíliodosservidoresdobalcãodeempréstimoda;@21.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@22.Vocêjáfoiatendidoporalgumabibliotecárioanasbibliotecasquevoc;@23.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@24.Vocêjánecessitouseratendidopeloserviçodecomutaçãobibliográfi;@25.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@26.Qualoseugraudesatisfaçãoquantoàeficiêncianaemissãodedeclaraç;@27.Deixeaquiseucomentáriocríticaeousugestãosobreoatendimentonas;@28.Vocêjárecorreuàorientaçãonanormalizaçãodetrabalhosacadêmicos;@29.Sesimqualoseugraudesatisfaçãoquantoaessaorientação;@30.Vocêjáacessoualgumdosrecursoseouferramentasdeauxílioànormali;@31.Sesimqualoseugraudesatisfaçãoquantoaessesrecursos;@32.Naelaboraçãodetrabalhosacadêmicoscomovocêcostumafazeroseulev;@33.Vocêjásolicitouelaboraçãodefichacatalográficaemalgumadasbibl;@34.Sesimqualoseugraudesatisfaçãoquantoàeficiêncianaelaboraçãoen;@35.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@36.VocêjáparticipoudealgumdostreinamentosoferecidospeloSistemad;@37.Sesimqualoseugraudesatisfaçãoquantoaessetreinamento;@38.Vocêjáfezusodealgumdostutoriaisdisponibilizadosnositedabibli;@39.Sesimqualoseugraudesatisfaçãoquantoaessestutorialis;@40.Deixeaquiseucomentáriocríticaeousugestãosobreasatividadesdee;@41.Abibliografiadasdisciplinasdoseucursoestádisponívelnasbiblio;@42.Aquantidademáximadematerialbibliográficoemprestadoporusuário;@43.Aquantidademáximadediasdeempréstimoéde25diasparaalunospesqui;@44.Vocêjáacessoualgumdoscanaiseouferramentasdedivulgaçãodenovas;@45.Oacervodelivroseletrônicosebookscontemplaademandadoseucurso;@46.Deixeaquiseucomentáriocríticaeousugestãosobreacomposiçãodoac;@47.Nasuaopiniãoaclimatizaçãonasbibliotecasquevocêfrequentasãosa;@48.Nasuaopiniãoaluminosidadenasbibliotecasquevocêfrequentasãosa;@49.Nasuaopiniãoaquantidadedemobíliamesascadeirasetc.existentena;@50.Comovocêconsideraaquantidadedecomputadoresdisponibilizadospa;@51.QualoseugraudesatisfaçãocomaqualidadedaredeWiFiinternetsemfi;@52.Deixeaquiseucomentáriocríticaeousugestãosobreainfraestrutura;@53.Ascondiçõesdeacessibilidadenoentornodasbibliotecasquevocêfre;@54.Ascondiçõesdeacessibilidadenoprédiodasbibliotecasquevocêfreq;@55.Nasuaopiniãoosservidoresresponsáveispeloatendimentonasbiblio;@56.VocêconheceoserviçoBUemLibrasdisponívelnapáginadaBibliotecaU;@57.SesimqualoseugraudesatisfaçãoquantoaoserviçoBUemLibras;@58.Oserviçodelevantamentobibliográficoparapessoascomdeficiência;@59.Oserviçodedigitalizaçãodematerialbibliográficoparapessoascom;@60.Apesquisanocatálogoonlinefeitapormeiodomóduloacessibilidaded;@61.Acomposiçãodoacervoemformatoacessíveltaiscomodisponibilizaçã;@62.Deixeaquiseucomentáriocríticaeousugestãosobreaacessibilidade;@63.NasuaopiniãoestequestionáriocontemploutodasasdimensõesdoSist;@64.Qualoseugraudecompreensãodasquestõesaoresponderestequestioná;@65.Deixeaquiseucomentáriocríticaeousugestãosobreaestruturadeste
423;20-abr-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Repositório Institucional (RI);Facebook, Notificações enviadas por e-mail;Sim;Não;3;4;2;4;4; ;Sim;2;Sim;3;Sim;3;Não;9;9; ;Não;9;Sim;5;Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Sim;4;Não;9; ;Parcialmente;Insuficiente;Suficiente;Não;Não; ;Parcialmente;Sim;Não;Suficiente;2; ;Sim;Não;Parcialmente;Não;9; ; ; ; ; ;Sim;5; 
424;20-abr-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Sociais;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books);Nenhum;Sim;Sim;5;5;5;5;5; ;Sim;5;Não;9;Não;9; ;9;9; ; ;9; ;9; ; ;9; ; ;9; ;9; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ;9; ; ; ; ; ; ;9; 
425;20-abr-2016;Aluno;Feminino;Graduação – Bacharelado;Administração;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT);Sim;Física;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Empréstimo de exemplares, Solicitação de declaração de nada consta;Site da biblioteca;Sim;Sim;4;3;5;3;4; ;Sim;3;Não;9;Não sei;9;Não conheço;9;3; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Insuficiente;Não;Não;Não vejo motivo para existir diferença entre a quantidade máxima de dias de empréstimo para alunos, pesquisadores e técnico-administrativos em educação em relação a quantidade de dias para professores.;Sim;Sim;Sim;Suficiente;4; ;Parcialmente;Parcialmente;Não;Não;9;Não conheço;Não conheço;Não conheço;Não conheço;Os atendentes não estão preparados para atender pessoas com deficiência, pois presenciei o atendimento a um cadeirante onde o atendente não foi prestativo. Além disso, o balcão era rebaixado, mas não tinha equipamentos, como leitor biométrico e teclado, para uso da pessoa com deficiência, prejudicando a acessibilidade. A biblioteca da FEAAC fica localizada no 1º andar do prédio e quando os dois elevedores estão quebrados, como já aconteceu, a biblioteca fica inacessível para pessoas com limitações de locomoção.;Parcialmente;5; 
426;20-abr-2016;Aluno;Masculino;Graduação – Bacharelado;Biblioteconomia;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Comutação bibliográfica (COMUT), Consulta ao catálogo online, Consulta local ao acervo físico, Digitalização de documentos para pessoas com deficiência, Empréstimo de exemplares, EndNote (Gerenciador de Referências Bibliográficas), Gerador automático de referências APA, Internet sem fio (Wi-Fi), Levantamento bibliográfico automatizado, Levantamento bibliográfico para pessoas com deficiência, Livros eletrônicos (e-books), Mecanismo online para referências (MORE), Orientação presencial na normalização de trabalhos acadêmicos, Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo, Solicitação de declaração de nada consta, Treinamentos de usuários (normalização, bases de dados etc.), Tutoriais (passo a passo de como utilizar os serviços oferecidos);Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Sim;4;4;4;3;4; ;Sim;3;Sim;3;Sim;4;Não;9;4; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;4;Sim;4; ;Parcialmente;Suficiente;Suficiente;Sim;Não; ;Não;Sim;Não;Suficiente;1; ;Não;Não;Não;Não;9; ; ; ; ; ;Parcialmente;4; 
427;20-abr-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Levantamento bibliográfico automatizado, Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo;Banners, Facebook, Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Parcialmente;4;4;4;4;4; ;Sim;4;Sim;5;Não;9;Não conheço;9;4; ;Não;9;Sim;4;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC, Envio e-mail para a(s) biblioteca(s) da UFC, Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não; ;Sim;Sim;Sim;Suficiente;3; ;Sim;Sim;Sim;Sim;4;Não conheço;Não conheço;Sim;Sim; ;Sim;5; 
428;20-abr-2016;Aluno;Masculino;Graduação – Bacharelado;Ciências Atuariais;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Matemática (BCM);Não; ;Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Mecanismo online para referências (MORE), Portal de Periódicos da CAPES, Salas de estudo, Solicitação de declaração de nada consta;Banners, Cartazes, Folders, Página inicial do catálogo online, Site da biblioteca;Sim;Sim;4;4;4;4;4; ;Sim;4;Sim;2;Sim;4;Não conheço;9;4; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Sim;4; ;Parcialmente;Suficiente;Insuficiente;Sim;Não; ;Sim;Sim;Sim;Suficiente;3; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;4; 
429;20-abr-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia Civil;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Arquitetura (BCA), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Mecanismo online para referências (MORE), Salas de estudo, Solicitação de declaração de nada consta;Banners, Site da biblioteca;Sim;Sim;3;4;3;3;4; ;Sim;4;Não;9;Não;9;Não conheço;9;4; ;Não;9;Sim;4;Pesquiso em bibliotecas digitais na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Parcialmente;Sim;Não;Suficiente;1; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Não;5; 
430;21-abr-2016;Aluno;Masculino;Graduação – Licenciatura;Letras (Português/Alemão);Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Site da biblioteca;Sim;Parcialmente;3;9;9;9;4;A busca poderia ser mais inteligente, mas em vez disso traz frequentemente resultados pouco relevantes.;Sim;4;Sim;3;Sim;4;Não conheço;9;9; ;Não conheço;9;Sim;4;Pesquiso no catálogo online, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei; ;Parcialmente;Parcialmente;Não;Suficiente;1; ; ; ; ; ;9; ; ; ; ; ;Sim;4; 
431;21-abr-2016;Aluno;Masculino;Graduação – Licenciatura;Letras (Português/Inglês);Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Arquitetura (BCA);Não; ;Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo, Solicitação de declaração de nada consta;Cartazes, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;4;4;4;5;O sistema de bibliotecas da UFC me atende perfeitamente. Só tenho a sugerir, que o sistema identifique os livros mais solicitados e que gere um relatório indicando necessidade de compra de mais exemplares. Seria interessante também que a Biblioteca tivesse um guichê para compra de livros das Edições UFC a preços especiais.;Sim;2;Sim;2;Não sei;9;Não conheço;9;5;Dei nota baixa aos atendimentos dos funcionários da biblioteca mas gostaria de dizer que isso ocorre por conta do atendimento da BCH, que é muito ruim. A funcionária da biblioteca da Arquitetura é um amor de pessoa e o atendimento da biblioteca central também é bom.;Não;9;Não;9;Pesquiso em bibliotecas digitais na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ; ;9; ;9; ; ; ; ; ; ;Esses serviços precisam ser mais divulgados e o setor que presta esse serviço mais bem sinalizado dentro da biblioteca.;Sim;Sim;Sim;Suficiente;1;O wifi na UFC é no geral bem ruim. cada departamento tem uma rede e cada rede tem uma senha. As redes WUFCNET não estão em todo lugar e quando conectam, muitas vezes não navegam. Acho que deveria haver um trabalho do STI para cobrir os campi com internet unificada e minimamente funcional.;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;5;Obrigado!
432;21-abr-2016;Aluno;Feminino;Graduação – Bacharelado;Agronomia;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books);Site da biblioteca, Portal da UFC;Sim;Sim;4;4;4;4;4; ;Sim;4;Sim;4;Sim;4;Não;9;4; ;Sim;4;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Sim;Insuficiente;Insuficiente;Sim;Não; ;Sim;Sim;Sim;Insuficiente;4; ;Sim;Sim;Sim; ;9;Sim;Sim;Sim;Sim; ;Sim;4; 
433;21-abr-2016;Aluno;Masculino;Graduação – Licenciatura;Física;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Atendimento presencial na(s) biblioteca(s), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Banners, Cartazes, Folders, Facebook, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Parcialmente;5;4;4;4;5;O sistema é muito lento e fica travando muito.;Não;5;Não;9;Sim;5;Não;9;4;Deveria se estender o horário de atendimento em todas as bibliotecas da UFC.;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Insuficiente;Sim;Não sei;"O período de empréstimos de exemplares das bibliotecas deveria ser estendido até 30 dias, no mínimo.
Livros mais utilizados pelos professores deveriam ser comprados mais exemplares.";Parcialmente;Sim;Parcialmente;Suficiente;3;Na sala de estudo em grupo da Biblioteca do Curso de Física (BCF) falta ar-condicionado. E na mesma biblioteca, na sala de estudo individual, o ar-condicionado está velho e sujo.;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;4;"Nas questões 13 a 15 não sabia que existia esse serviço ofertado pela biblioteca, logo elas não tinham essa opção. 
Mais opções para os leigos que não compreendem bem os sistemas e serviços ofertados pelas Bibliotecas da UFC."
